rank,y_pred,accession,protein_name,organism,empirical_disposition,empirical_reason,route,qualified,confidence,decision,uniprot_active_sites,hxxxd_count,hxxxd_motifs,triad_count,triads,pingpong_docking_pass,accoa_mode,accoa_score,cys_to_acetyl_c_A,cys_c_o_angle_deg,pap_to_catalytic_site_A,pap_pingpong_score,sequential_strict_pass,pap_n_to_acetyl_c_A,sequential_angle_deg,sequential_score,structure_file,docking_folder,final_status
158,0.995847404,B8CRT5,Homoserine O-succinyltransferase HST 2.3.1.46,Shewanella piezotolerans (strain WP3 / JCM 13877),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,,False,未通过结构/机制门槛,未同时取得可接受的天然底物、催化基序/三联体和反应几何证据；不计入最终候选。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,1,"[{""sequence_start"": 79, ""motif"": ""HTSID""}]",1,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.638, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.821, ""cys_accessibility"": 0.0625, ""cys_coord"": [7.094, 0.497, -2.32]}]",False,,,,,3.529,-4.2,True,3.988,105.95,-2.6,structure_docking/07_mechanism_screen\structures\rank_0158_B8CRT5_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0158_B8CRT5,排除/未通过
159,0.995816767,Q8ZCG0,Uncharacterized N-acetyltransferase YPO3031/y1452/YP_2654 2.3.1.-,Yersinia pestis,carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,,False,未通过结构/机制门槛,未同时取得可接受的天然底物、催化基序/三联体和反应几何证据；不计入最终候选。,Domain:1-141:N-acetyltransferase,0,[],0,[],False,,,,,,,False,,,,structure_docking/07_mechanism_screen\structures\rank_0159_Q8ZCG0_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0159_Q8ZCG0,排除/未通过
165,0.99579078,B1KMU6,Homoserine O-succinyltransferase HST 2.3.1.46,Shewanella woodyi (strain ATCC 51908 / MS32),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,乒乓,True,B：小分子天然底物＋酰基半胱氨酸＋对接命中,天然受体为小分子；UniProt标注酰基-硫酯中间体，结构中存在Cys-His-Asp/Glu样口袋，AcCoA和对氨基苯酚定点对接均达到宽松反应几何。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,1,"[{""sequence_start"": 79, ""motif"": ""HTSID""}]",1,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.575, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.838, ""cys_accessibility"": 0.0792, ""cys_coord"": [7.595, 1.254, -3.019]}]",True,14,-5.9,4.556,107.29,3.571,-4.2,False,4.144,59.75,-3.9,structure_docking/07_mechanism_screen\structures\rank_0165_B1KMU6_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0165_B1KMU6,合格备选
167,0.995782197,A0A0C5PHQ7,Very long chain fatty acid elongase 5 2.3.1.199,Tachysurus fulvidraco,exclude_unrelated_membrane_or_lipid_reaction,极长链脂肪酸延长酶；多跨膜且反应为碳链延长,,False,排除,极长链脂肪酸延长酶；多跨膜且反应为碳链延长,Transmembrane:26-46:Helical || Transmembrane:64-84:Helical || Transmembrane:112-132:Helical || Transmembrane:141-161:Helical || Transmembrane:172-192:Helical || Transmembrane:207-227:Helical || Transmembrane:231-251:Helical || Region:261-294:Disordered,0,,0,,False,,,,,,,False,,,,,,排除/未通过
168,0.995775282,Q2GAJ2,Homoserine O-acetyltransferase HAT 2.3.1.31,Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,乒乓,True,B：小分子天然底物＋酰基半胱氨酸＋对接命中,天然受体为小分子；UniProt标注酰基-硫酯中间体，结构中存在Cys-His-Asp/Glu样口袋，AcCoA和对氨基苯酚定点对接均达到宽松反应几何。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,1,"[{""sequence_start"": 235, ""motif"": ""HLEYD""}]",2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.743, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.765, ""cys_accessibility"": 0.05, ""cys_coord"": [7.078, 2.763, -1.197]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.252, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.939, ""cys_accessibility"": 0.05, ""cys_coord"": [7.078, 2.763, -1.197]}]",True,3,-6.2,4.144,80.08,3.651,-4.3,False,5.324,129.14,-3.0,structure_docking/07_mechanism_screen\structures\rank_0168_Q2GAJ2_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0168_Q2GAJ2,合格备选
169,0.995757759,Q3ZWB4,Glycerol-3-phosphate acyltransferase 1,Dehalococcoides mccartyi (strain CBDB1),exclude_unrelated_membrane_or_lipid_reaction,膜相关甘油-3-磷酸酰基转移酶；非AcCoA乙酰转移,,False,排除,膜相关甘油-3-磷酸酰基转移酶；非AcCoA乙酰转移,Transmembrane:44-64:Helical || Transmembrane:77-97:Helical || Transmembrane:112-132:Helical || Transmembrane:140-160:Helical || Transmembrane:161-181:Helical,0,,0,,False,,,,,,,False,,,,,,排除/未通过
170,0.99574548,Q53588,"Glycosyl-4,4'-diaponeurosporenoate acyltransferase 2.3.1.-",Staphylococcus aureus (strain Newman),defer_structure_mapping_not_exact,"UniProt结构映射并非原序列100%一致（identity=98.8%, coverage=100.0%）",,False,排除,"UniProt结构映射并非原序列100%一致（identity=98.8%, coverage=100.0%）",Transmembrane:126-145:Helical,0,,0,,False,,,,,,,False,,,,,,排除/未通过
172,0.995734751,A6T684,Lipid A acyltransferase PagP 2.3.1.251,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),exclude_unrelated_membrane_or_lipid_reaction,外膜PagP脂质A长链酰基转移酶；脂质底物/膜口袋与芳胺乙酰化不相符,,False,排除,外膜PagP脂质A长链酰基转移酶；脂质底物/膜口袋与芳胺乙酰化不相符,Active site:61-61: || Active site:104-104: || Active site:105-105: || Site:70-70:Role in lipopolysaccharide recognition || Site:175-175:Role in the phospholipid gating,0,,0,,False,,,,,,,False,,,,,,排除/未通过
173,0.995723426,B8IZQ7,Homoserine O-acetyltransferase HAT 2.3.1.31,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,,False,未通过结构/机制门槛,未同时取得可接受的天然底物、催化基序/三联体和反应几何证据；不计入最终候选。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,3,"[{""sequence_start"": 97, ""motif"": ""HGSFD""}, {""sequence_start"": 122, ""motif"": ""HELLD""}, {""sequence_start"": 235, ""motif"": ""HLEYD""}]",2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.644, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.734, ""cys_accessibility"": 0.1208, ""cys_coord"": [6.972, 2.19, -3.041]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.18, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.91, ""cys_accessibility"": 0.1208, ""cys_coord"": [6.972, 2.19, -3.041]}]",False,,,,,3.631,-4.0,False,4.135,57.23,-2.7,structure_docking/07_mechanism_screen\structures\rank_0173_B8IZQ7_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0173_B8IZQ7,排除/未通过
174,0.995719254,A7GVF0,Homoserine O-acetyltransferase HAT 2.3.1.31,Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,乒乓,True,B：小分子天然底物＋酰基半胱氨酸＋对接命中,天然受体为小分子；UniProt标注酰基-硫酯中间体，结构中存在Cys-His-Asp/Glu样口袋，AcCoA和对氨基苯酚定点对接均达到宽松反应几何。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,0,[],2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.818, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.745, ""cys_accessibility"": 0.0875, ""cys_coord"": [3.489, -1.441, -5.862]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.219, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.852, ""cys_accessibility"": 0.0875, ""cys_coord"": [3.489, -1.441, -5.862]}]",True,19,-5.4,3.858,77.25,3.72,-4.4,False,7.398,102.04,-4.4,structure_docking/07_mechanism_screen\structures\rank_0174_A7GVF0_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0174_A7GVF0,合格备选
175,0.995698273,C7BTJ1,Lipid A acyltransferase PagP 2.3.1.251,Photorhabdus asymbiotica subsp. asymbiotica (strain ATCC 43949 / 3105-77),exclude_unrelated_membrane_or_lipid_reaction,外膜PagP脂质A长链酰基转移酶；脂质底物/膜口袋与芳胺乙酰化不相符,,False,排除,外膜PagP脂质A长链酰基转移酶；脂质底物/膜口袋与芳胺乙酰化不相符,Active site:79-79: || Active site:122-122: || Active site:123-123: || Site:88-88:Role in lipopolysaccharide recognition || Site:193-193:Role in the phospholipid gating,0,,0,,False,,,,,,,False,,,,,,排除/未通过
176,0.995685518,B6EKK3,Homoserine O-succinyltransferase HST 2.3.1.46,Aliivibrio salmonicida (strain LFI1238),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,乒乓,True,B：小分子天然底物＋酰基半胱氨酸＋对接命中,天然受体为小分子；UniProt标注酰基-硫酯中间体，结构中存在Cys-His-Asp/Glu样口袋，AcCoA和对氨基苯酚定点对接均达到宽松反应几何。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,2,"[{""sequence_start"": 205, ""motif"": ""HTDLD""}, {""sequence_start"": 235, ""motif"": ""HPEYD""}]",2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.581, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.806, ""cys_accessibility"": 0.0542, ""cys_coord"": [3.524, 3.593, -4.948]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.173, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.994, ""cys_accessibility"": 0.0542, ""cys_coord"": [3.524, 3.593, -4.948]}]",True,7,-5.4,4.288,135.35,3.674,-3.9,False,4.947,142.96,6.0,structure_docking/07_mechanism_screen\structures\rank_0176_B6EKK3_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0176_B6EKK3,合格备选
177,0.995667994,Q5LSN6,Homoserine O-acetyltransferase HAT 2.3.1.31,Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,,False,未通过结构/机制门槛,未同时取得可接受的天然底物、催化基序/三联体和反应几何证据；不计入最终候选。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,2,"[{""sequence_start"": 170, ""motif"": ""HRNLD""}, {""sequence_start"": 235, ""motif"": ""HFEYD""}]",2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.802, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.73, ""cys_accessibility"": 0.0792, ""cys_coord"": [5.766, -3.027, -5.523]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.291, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.903, ""cys_accessibility"": 0.0792, ""cys_coord"": [5.766, -3.027, -5.523]}]",False,,,,,3.758,-3.7,False,5.241,129.46,-2.7,structure_docking/07_mechanism_screen\structures\rank_0177_Q5LSN6_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0177_Q5LSN6,排除/未通过
178,0.995654523,O35573,Phosphatidylcholine-sterol acyltransferase 2.3.1.43,Eliomys quercinus,exclude_unrelated_membrane_or_lipid_reaction,磷脂酰胆碱-甾醇长链酰基转移；底物与目标反应差异过大,,False,排除,磷脂酰胆碱-甾醇长链酰基转移；底物与目标反应差异过大,Active site:127-127:Nucleophile || Active site:258-258:Charge relay system || Active site:290-290:Charge relay system || Site:95-95:Determinant for substrate specificity,0,,0,,False,,,,,,,False,,,,,,排除/未通过
179,0.99565357,Q8D326,Octanoyltransferase 2.3.1.181,Wigglesworthia glossinidia brevipalpis,exclude_long_protein_or_polypeptide,原始受体为L-lysyl-[protein]，供体为octanoyl-[ACP],,False,排除,原始受体为L-lysyl-[protein]，供体为octanoyl-[ACP],Domain:30-204:BPL/LPL catalytic || Active site:166-166:Acyl-thioester intermediate || Binding site:68-75: || Binding site:135-137: || Binding site:148-150: || Site:132-132:Lowers pKa of active site Cys,0,,0,,False,,,,,,,False,,,,,,排除/未通过
180,0.995631874,Q5M3Y7,Homoserine O-acetyltransferase HAT 2.3.1.31,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),defer_structure_mapping_not_exact,"UniProt结构映射并非原序列100%一致（identity=98.7%, coverage=100.0%）",,False,排除,"UniProt结构映射并非原序列100%一致（identity=98.7%, coverage=100.0%）",Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,0,,0,,False,,,,,,,False,,,,,,排除/未通过
182,0.995627105,Q3SR23,Glycerol-3-phosphate acyltransferase,Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255),exclude_unrelated_membrane_or_lipid_reaction,膜相关甘油-3-磷酸酰基转移酶；非AcCoA乙酰转移,,False,排除,膜相关甘油-3-磷酸酰基转移酶；非AcCoA乙酰转移,Transmembrane:5-25:Helical || Transmembrane:70-90:Helical || Transmembrane:111-131:Helical || Transmembrane:152-172:Helical,0,,0,,False,,,,,,,False,,,,,,排除/未通过
184,0.995620668,D0FUE8,Lipid A acyltransferase PagP 2.3.1.251,Erwinia pyrifoliae (strain DSM 12162 / Ep1/96),exclude_unrelated_membrane_or_lipid_reaction,外膜PagP脂质A长链酰基转移酶；脂质底物/膜口袋与芳胺乙酰化不相符,,False,排除,外膜PagP脂质A长链酰基转移酶；脂质底物/膜口袋与芳胺乙酰化不相符,Active site:57-57: || Active site:100-100: || Active site:101-101: || Site:66-66:Role in lipopolysaccharide recognition || Site:171-171:Role in the phospholipid gating,0,,0,,False,,,,,,,False,,,,,,排除/未通过
186,0.995613754,Q6CJC5,Palmitoyltransferase SWF1 2.3.1.225,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37),exclude_long_protein_or_polypeptide,蛋白半胱氨酸棕榈酰化酶；原始受体为L-cysteinyl-[protein],,False,排除,蛋白半胱氨酸棕榈酰化酶；原始受体为L-cysteinyl-[protein],Transmembrane:2-22:Helical || Transmembrane:50-70:Helical || Transmembrane:85-105:Helical || Transmembrane:174-194:Helical || Transmembrane:204-224:Helical || Domain:127-177:DHHC,0,,0,,False,,,,,,,False,,,,,,排除/未通过
187,0.995608032,Q43899,Aminoglycoside N(6')-acetyltransferase type 1 2.3.1.82,Acinetobacter baumannii,carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,,False,未通过结构/机制门槛,未同时取得可接受的天然底物、催化基序/三联体和反应几何证据；不计入最终候选。,Domain:1-146:N-acetyltransferase || Binding site:22-22: || Binding site:25-25: || Binding site:66-66: || Binding site:79-79: || Binding site:81-83: || Binding site:115-115: || Binding site:120-120: || Binding site:136-136:,0,[],0,[],False,,,,,,,False,,,,structure_docking/07_mechanism_screen\structures\rank_0187_Q43899_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0187_Q43899,排除/未通过
188,0.995600998,Q491U9,Homoserine O-succinyltransferase HST 2.3.1.46,Blochmanniella pennsylvanica (strain BPEN),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,乒乓,True,B：小分子天然底物＋酰基半胱氨酸＋对接命中,天然受体为小分子；UniProt标注酰基-硫酯中间体，结构中存在Cys-His-Asp/Glu样口袋，AcCoA和对氨基苯酚定点对接均达到宽松反应几何。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,1,"[{""sequence_start"": 235, ""motif"": ""HPEYD""}]",2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.666, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.807, ""cys_accessibility"": 0.0583, ""cys_coord"": [6.503, 1.599, -0.601]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.166, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.988, ""cys_accessibility"": 0.0583, ""cys_coord"": [6.503, 1.599, -0.601]}]",True,8,-6.0,4.766,77.42,3.658,-3.8,False,4.637,114.81,-2.0,structure_docking/07_mechanism_screen\structures\rank_0188_Q491U9_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0188_Q491U9,合格备选
189,0.995600522,C0H559,Alpha-tubulin N-acetyltransferase Alpha-TAT TAT 2.3.1.108,Plasmodium falciparum (isolate 3D7),exclude_long_protein_or_polypeptide,原始受体为alpha-tubulin蛋白赖氨酸,,False,排除,原始受体为alpha-tubulin蛋白赖氨酸,Domain:1-170:N-acetyltransferase || Binding site:104-117: || Binding site:140-149: || Site:46-46:Crucial for catalytic activity,0,,0,,False,,,,,,,False,,,,,,排除/未通过
193,0.995593727,P75428,Glycerol-3-phosphate acyltransferase,Mycoplasmoides pneumoniae (strain ATCC 29342 / M129 / Subtype 1),exclude_unrelated_membrane_or_lipid_reaction,膜相关甘油-3-磷酸酰基转移酶；非AcCoA乙酰转移,,False,排除,膜相关甘油-3-磷酸酰基转移酶；非AcCoA乙酰转移,Transmembrane:6-26:Helical || Transmembrane:61-81:Helical || Transmembrane:99-119:Helical || Transmembrane:135-155:Helical || Transmembrane:159-179:Helical || Transmembrane:199-219:Helical,0,,0,,False,,,,,,,False,,,,,,排除/未通过
194,0.995585144,B8I164,Homoserine O-acetyltransferase HAT 2.3.1.31,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,乒乓,True,B：小分子天然底物＋酰基半胱氨酸＋对接命中,天然受体为小分子；UniProt标注酰基-硫酯中间体，结构中存在Cys-His-Asp/Glu样口袋，AcCoA和对氨基苯酚定点对接均达到宽松反应几何。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,1,"[{""sequence_start"": 235, ""motif"": ""HSEYD""}]",2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.576, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.779, ""cys_accessibility"": 0.0917, ""cys_coord"": [6.923, 0.879, -3.165]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.144, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.966, ""cys_accessibility"": 0.0917, ""cys_coord"": [6.923, 0.879, -3.165]}]",True,7,-6.2,4.741,71.6,3.768,-4.3,False,4.796,86.27,-3.6,structure_docking/07_mechanism_screen\structures\rank_0194_B8I164_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0194_B8I164,合格备选
195,0.995585024,P36883,Chloramphenicol acetyltransferase CAT 2.3.1.28,Staphylococcus aureus,carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,,False,未通过结构/机制门槛,未同时取得可接受的天然底物、催化基序/三联体和反应几何证据；不计入最终候选。,Active site:189-189:Proton acceptor,1,"[{""sequence_start"": 189, ""motif"": ""HAVCD""}]",0,[],True,4,-4.8,4.317,93.33,3.207,-2.4,False,3.793,45.79,-2.6,structure_docking/07_mechanism_screen\structures\rank_0195_P36883_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0195_P36883,排除/未通过
196,0.995577395,Q1MAE9,Homoserine O-acetyltransferase HAT 2.3.1.31,Rhizobium johnstonii (strain DSM 114642 / LMG 32736 / 3841),defer_structure_mapping_not_exact,"UniProt结构映射并非原序列100%一致（identity=98.0%, coverage=100.0%）",,False,排除,"UniProt结构映射并非原序列100%一致（identity=98.0%, coverage=100.0%）",Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,0,,0,,False,,,,,,,False,,,,,,排除/未通过
197,0.995573699,Q6LV74,Homoserine O-succinyltransferase HST 2.3.1.46,Photobacterium profundum (strain SS9),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,乒乓,True,B：小分子天然底物＋酰基半胱氨酸＋对接命中,天然受体为小分子；UniProt标注酰基-硫酯中间体，结构中存在Cys-His-Asp/Glu样口袋，AcCoA和对氨基苯酚定点对接均达到宽松反应几何。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,2,"[{""sequence_start"": 170, ""motif"": ""HKIHD""}, {""sequence_start"": 205, ""motif"": ""HTDLD""}]",2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.587, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.773, ""cys_accessibility"": 0.075, ""cys_coord"": [7.485, 1.355, -2.264]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.204, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.958, ""cys_accessibility"": 0.075, ""cys_coord"": [7.485, 1.355, -2.264]}]",True,6,-5.9,4.352,135.3,3.939,-3.9,False,4.956,108.55,-2.8,structure_docking/07_mechanism_screen\structures\rank_0197_Q6LV74_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0197_Q6LV74,合格备选
198,0.99555999,Q6BP23,Palmitoyltransferase SWF1 2.3.1.225,Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968),exclude_long_protein_or_polypeptide,蛋白半胱氨酸棕榈酰化酶；原始受体为L-cysteinyl-[protein],,False,排除,蛋白半胱氨酸棕榈酰化酶；原始受体为L-cysteinyl-[protein],Transmembrane:5-25:Helical || Transmembrane:65-85:Helical || Transmembrane:104-124:Helical || Transmembrane:199-219:Helical || Transmembrane:250-270:Helical || Domain:155-205:DHHC,0,,0,,False,,,,,,,False,,,,,,排除/未通过
199,0.995558083,Q87NW7,Homoserine O-succinyltransferase HST 2.3.1.46,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633),carry_to_structure_screen,已知反应使用小分子底物，或功能尚未明确；继续检查催化基序与口袋,,False,未通过结构/机制门槛,未同时取得可接受的天然底物、催化基序/三联体和反应几何证据；不计入最终候选。,Active site:142-142:Acyl-thioester intermediate || Active site:235-235:Proton acceptor || Active site:237-237: || Binding site:163-163: || Binding site:192-192: || Binding site:249-249: || Site:111-111:Important for acyl-CoA specificity || Site:192-192:Important for substrate specificity,3,"[{""sequence_start"": 205, ""motif"": ""HTDLD""}, {""sequence_start"": 235, ""motif"": ""HPEYD""}, {""sequence_start"": 303, ""motif"": ""HFSED""}]",2,"[{""cys"": ""CYS142:SG"", ""his"": ""HIS235:ND1"", ""cys_his_distance"": 4.665, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 2.769, ""cys_accessibility"": 0.075, ""cys_coord"": [4.838, 0.278, -7.071]}, {""cys"": ""CYS142:SG"", ""his"": ""HIS235:NE2"", ""cys_his_distance"": 3.143, ""acid"": ""GLU237:OE1"", ""his_acid_distance"": 4.938, ""cys_accessibility"": 0.075, ""cys_coord"": [4.838, 0.278, -7.071]}]",False,,,,,3.63,-4.2,False,3.816,40.0,-2.6,structure_docking/07_mechanism_screen\structures\rank_0199_Q87NW7_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0199_Q87NW7,排除/未通过
