record_no,sequence_crc64,length_aa,exact_sequence_source,uniparc_id,uniprot_accessions,taxon_id,organism,domain,phylum_or_kingdom,HXXXD_present,C_H_D_cooccur,both_motif_proxies,contains_noncanonical_residue,crc,y_pred,new_y_pred,new_rank
3512,11C3AC89B4ADBB08,309,UniProtKB/TrEMBL (unreviewed representative),UPI00005EEE43,A0A070SZA7;H5IBK9;K3PKE7;J2XFP2;A0A027WTP7;A0A833K168;K4XY11;A0A8E0KSK7;L1VUK1;L4AMP1;A0A8F2TV08;N3MM31;A0A7U8SZ77;A0A070J6G6;A0A062YWX4;N4RS26;A0A026FDV4;E7HV35;A0A1Z3ZGV4;G5WDU3;V5FE34;V2QKQ6;A0A2S1VU51;A0A073W0Z4;L2B6T2;A0A026Q8F7;A0A031PAV4;I4RQP2;A0A556YH49;V0XJ07;M8KCW0;I2PFQ3;F9I5M7;A0A025ZJI3;V4XFS8;I2X1M7;E8Y5L3;A0A0E1H272;A0A028D0E1;A0AAD1LRE3;H5BG38;A0A070G7I5;N1T8W4;M8TI47;B3IGK2;A0A026MKX8;A0AAN1SA28;A0AAN4CIC1;A0AB33Y277;A0A028MXZ1;A0A031N218;A0A070YY19;A0A027WVZ2;A0A031PGR2;A0A070QS19;A0A025AZP6;H5HXH9;M5HVN9;A0A026AAY4;N3LHW6;A0A028SDM1;A0AAE5ZVL3;A0A064PSV6;N4IDD9;M9KWP4;I2TXB5;T7GEM2;H4FQR5;N3BAQ8;V6NAT2;L4PKS7;W1EY38;A0A017MD35;A0A031N610;H5A514;A0AAD2UBW6;H5FMN4;A0A029PVF3;A0A028LGR2;A0A028NC57;H4XTN9;A0AAE6AGU5;L1WYJ0;N3MV75;L5D3Y6;L1ZH93;A0A070WR76;H4Y9F5;A0A028SVN8;A0A7U9J0B3;M8QYW3;G5U5C0;A0A028REN7;A0A4P8BHX2;M7VD88;A0A074DNT2;I4RSP0;H5DSG6;A0A070LX90;U1I126;G1ZCR0;T5YAW4;H5LV09;H5F7B2;A0A028BPQ9;A0A0H4S5B0;A0AAP7VR33;M8KGB5;A0A069X3T3;L1WXV5;A0A025BFI5;N3VNQ5;N4SZB7;A0A080DEH8;H5R2K8;E7UIR6;A0A070M0T7;A0A062YJP2;L1ZAP0;A0A4S7V5G4;A0A8A5IVI8;H5IS09;N4K0C8;A0AAJ3ZJ93;A0A074HIU0;K4VEI9;H5K6S3;N2D8X6;M8SJL1;A0A028UX38;A0A0F6VCG7;A0A331AXM2;M9EAJ4;N3K5U1;B3WJ73;F8YNE2;A0A070D3U8;H5RHY6;A0A074A6U9;V2QM33;A0A3W3LNC1;I4NL56;K4WV07;A0A070FJA4;A0A9P2VTK0;A0A028QZ98;I4S896;A0A236APR6;A0A029NL69;E0MD89;N4KV61;A0A028CDU6;A0A028NPK5;H5N1V5;N4P5P9;N3WRA3;A7ZUM6;A0A027VY81;F8X8J5;A0A026RI46;I2VG01;I4QFW6;N2X2W4;N4K3Z2;T8XA40;A0A026G8S9;F4NJT2;A0A070Q0H2;A0A7U8QNY1;M9BWG0;A0A7Z6M276;W0ZJW7;B7M7R7;T9L3L7;M9HEH7;G5UFS0;A0A025UB59;T7CDB7;A0A0A8UHI1;N3BZ30;N3T6A6;A0A026GEP0;A0A070NCT0;A0A028AJI0;A0A9P2IET2;L3I1H2;A0A028U9F9;S4ALE4;H5JBV8;A0A080D2K8;E1I918;H5CUU3;A0A070XNN2;H5B2J4;A0A073PQX3;A0A7U8N631;T2G485;T9XPL5;L4C7I2;T7V253;A0A7U8P3H8;H1F4H0;N3C933;D6I3Q1;A0A028MHE3;A8A7A9;I2THS2;N2NRQ9;A0A026UW21;A0A027UI64;T7FDW1;A0A026E5D3;H4WZ96;M5HAM4;N3AMN1;D7YQT7;L1YDL6;H5M8V1;U9Z754;A0A026JM62;E7IU61;I4NDU6;G5TR54;L4NBV8;A0A026UAG9;M9C858;N1SRH6;A0AA35AQS7;N2LEV3;N3UL02;A0A1H0I9S6;G5WLS4;L5HPB7;A0A025XZD3;H5NXM8;A0A071EAX8;A0AAN3M8J5;A0A073QCI0;L5C852;M8P9E4;N3WTP7;I4Q8T6;A0A026IQN8;A0A029M0C8;A0A1X3KV59;G5YA95;M9JQH7;A0A097GDB1;S1BA02;A0A078Z9H9;N2L156;A0A028KMM2;G2A7D4;N4M0D9;A0A070F0D3;I2UCC0;A0A8B3K957;A0A071DGU2;L2VS74;N2L691;A0A0C3RJB6;H4Z497;M9HBV4;A0A027TEG9;G5YVH6;A0A028Q266;U1HLK6;A0A025YUX4;V8F0P2;A0A4Y9I4K1;M9K434;M5IJY1;A0A027VAT6;L2D6S8;A0A070KYD9;A0A6B8WG21;N3IL26;N4JEJ0;A0A025A2Y3;A0A070DXT1;N3PSP7;A0A3R0G029;K4Y3L5;N4NAH9;A0A079D6H0;M9IN57;E0J0I6;N3F545;H5QMB5;I2T1C5;M8QEB4;M8W9C3;A0A028R6T5;T6V220;A0A510H665;A0A8E0HSW6;N2K8Q9;N3WHY9;T7TEC6;G5UZG8;L1VPT3;A0A070S2Y7;A0A026S4D9;L2CSA1;T9BHB9;N3UFU4;A0A0C3LZ46;G2BX71;A0A025YQX6;G5XKG2;H5PCF9;D8EV98;G5X1D7;A0A026QIN5;H5J9L2;A0A071FQ30;I4TKA9;A0A829CN67;M9F8N2;A0A026GSB9;A0A028T7Y3;V6N898;V0T774;M8TW41;A0A078VJC4;A0A027U916;A0A069TWW2;H5HFI9;A0A7H8SQH8;H5GZY9;A0A028FD70;I6FR34;N3RKT9;A0A3D2T3U5;K4X1J7;A0A028S7C6;A0A3W2RDA6;A0A1S0UP78;A0AAD2ZAB9;H5PSX1;H5L1R3;T6XGM1;A0A025RXM4;C8TMP8;A0A026HJS1;L2BG47;T5RTC5;L1VQX6;A0A026CAZ4;A0A6C8HB08;A0A7L7XAQ9;N3SAP5;M9GNG2;N4LCX4;A7ZUM6;M9A6L8;A0A028CAM6;N2SCP5;A0A1X3HWY4;N2JRL5;N3VDJ7;A0A064RPG3;A0A026IN13;U0M3A7;N3LXS3;A0A029FSK8;M8WB43;N3QJ87;N4JVN2;A0A028B3X9;A0A079GNL2;H5Q8V6;L2DNW2;N3XGU8;S0S8T4;S4ATL1;A0A7U5LXN9;M8JTA5;A0A4P8AMK1;N2ZNI4;A0A026X9A8;L2CFM8;A0A070DI99;A0A026B811;L4I171;E9W141;A0A026JCS7;A0A079HN93;A0A027VWU3;I0VXZ1;A0A029PWY5;I2RRF9;A0A031NMT9;H5D0W2;A0A079HVM0;N3J704;A0A0E2U9W8;I4UL19;A0A028LCY9;D8EA64;L3EKD3;I3A681;L1Y934;M7UMF6;N3S1Y7;E9X8C2;A0A025T1E4;L2BWY7;K0BF55;M9AUH1;J7QTW5;N2PZR2;N2YUP2;U0E818;A0A079JNL7;N2XB02;A0A025AP71;T8P178;A0A7U5WUV8;M8TM37;G1ZTU7;B3HER1;U0ZUW1;N3Y032;F4VLZ6;A0A1R1UQP1;U9VD60;J9ZSJ0;A0A028AXR5;L2ACR1;H5ALR7;A0A073G5M5;N2GNT5;A0A028PZU0;A0A026PJT1;G5VHJ9;N4HES6;V6Q1T1;A0A9Q5U9N8;T6L4R3;A0A026SY32;I4QGE2;A0A064M778;A0A7U9B800;A0A222QT15;M9L319;F9CQT8;A0A026RU87;A0AAN3IWJ3;H5KM07;B3I344;V0XEJ3;A0A026KHG4;H5C4G3;I2UZ18;A0A028NPY5;A0A0T5JMB7;A0A358K7P8;L4F3Y7;N3ETA4;V4BPM2;A0A0N2DF32;N4SNE0;A0A070HS17;M8UEZ9;N2YWQ1;A0A028DT65;A0A080I5Q8;M8X1A3;A0A080CS02;G5ZEZ4;A0A3W4P2S8;A0A025G505;H5GK43;L2E443;N6WEP7;M8Z6I1;N3BTZ6;A0A064TF76;A0A0B5K3G8;G2ANQ4;A0A070BQ47;A0A2S1VAH2;I2SR67;A0A2A2XQQ1;G5Y4J9;A0A7U8N2A8;A0A836N8X6;G1YH58;A0A026YX50;C8UKR0;A0A070J1F4;A0A828URP9;N3T0U9;A0A070FTA9;A0A1X8VQ74;F4UW01;A0A074EH30;N3NFR6;A0A070K6S8;A0A026UAH0;A0A365Q6S1;I6GCW2;K4Y5S3;I2XPU4;C8TZU0;A0A073ZG47;E6BLY0;A0AAN3V8Z8;A0AAD0NV71;A0A026HQC7;K4Y764;M9CHN8;K4X3Q8;L1YEI9;A0AAC9ZJK6;K0AV36;A0A1S6TIF7;V6WMV0;A0A5B7PMV7;H5NHG3;A0A028Q324;A0A6H2GK06;B7LAV1;A0A073XV23;A8A7A9;A0A074GZT2;A0AAE6EA33;E1IS92;A0A080EQ55;A0AAE6AJ79;A0A029HKZ3;T8KHI1;U9YGS3;J7QAX9;H5EA63;A0A080FHB2;M8VXX8;T8FXV5;N3VNT4;A0A027Z2B5;A0A028M872;A0A0E2A1X1;T6U9M9;A0A028EIW5;A0A027YPH0;N4IV72;A0A026NFE6;A0A7U8MHK4;L4ZF23;N4N7W7;E1J2Z2;A0A073FZ82;A0A080EC94;I2S7N8;M2N2S8;G5VWY9;A0A027W604;E7JBJ4;V5G158;A0A028U494;M8X4J7;H5MN87;A0A024Z7X8;A0A074UCV0;L1X3C9;N3U8B9;A0A3D8XDZ4;M4JGM5;N2P0B6;V8FFH7;A0A028TQY7;K3JX07;A0A0E0XTW8;K3U3X8;B7M7R7;G5ZUL0;A0A028KE89;A0A0E0Y5K6;H4YP06;L2AIA7;A0A070GPV7;M8QRM5;N2EPG0;M9CGL6;V6FRV7;I1B768;A0AA92GEE5;A0A070BP33;L4FN28;A0A029GNF9;S1BF36;W1SWW8;A0A8E0G182;A0A026V433;A0A078YE31;M9DQ39;L3UFT5;M9II23;A0A029J4K9;A0A027UVK3;A0A028DJU9;A0A7Z8DQM4;A0A070XET5;L1ZPK3;A0A8A5I5Z8;H5ES61;I2WGP6;H5BYZ0;L4HCS0;H5G534;B7LAV1;A0A028AM58;A0A079BYZ3;A0A073QAE6;A0AAD2ZEZ7,543,Enterobacteriaceae,Bacteria,Pseudomonadota,True,True,True,False,11C3AC89B4ADBB08,0.996898353,0.946924328804016,184
3523,11C3AC89B4ADBB08,309,UniProtKB/TrEMBL (unreviewed representative),UPI00005EEE43,A0A070SZA7;H5IBK9;K3PKE7;J2XFP2;A0A027WTP7;A0A833K168;K4XY11;A0A8E0KSK7;L1VUK1;L4AMP1;A0A8F2TV08;N3MM31;A0A7U8SZ77;A0A070J6G6;A0A062YWX4;N4RS26;A0A026FDV4;E7HV35;A0A1Z3ZGV4;G5WDU3;V5FE34;V2QKQ6;A0A2S1VU51;A0A073W0Z4;L2B6T2;A0A026Q8F7;A0A031PAV4;I4RQP2;A0A556YH49;V0XJ07;M8KCW0;I2PFQ3;F9I5M7;A0A025ZJI3;V4XFS8;I2X1M7;E8Y5L3;A0A0E1H272;A0A028D0E1;A0AAD1LRE3;H5BG38;A0A070G7I5;N1T8W4;M8TI47;B3IGK2;A0A026MKX8;A0AAN1SA28;A0AAN4CIC1;A0AB33Y277;A0A028MXZ1;A0A031N218;A0A070YY19;A0A027WVZ2;A0A031PGR2;A0A070QS19;A0A025AZP6;H5HXH9;M5HVN9;A0A026AAY4;N3LHW6;A0A028SDM1;A0AAE5ZVL3;A0A064PSV6;N4IDD9;M9KWP4;I2TXB5;T7GEM2;H4FQR5;N3BAQ8;V6NAT2;L4PKS7;W1EY38;A0A017MD35;A0A031N610;H5A514;A0AAD2UBW6;H5FMN4;A0A029PVF3;A0A028LGR2;A0A028NC57;H4XTN9;A0AAE6AGU5;L1WYJ0;N3MV75;L5D3Y6;L1ZH93;A0A070WR76;H4Y9F5;A0A028SVN8;A0A7U9J0B3;M8QYW3;G5U5C0;A0A028REN7;A0A4P8BHX2;M7VD88;A0A074DNT2;I4RSP0;H5DSG6;A0A070LX90;U1I126;G1ZCR0;T5YAW4;H5LV09;H5F7B2;A0A028BPQ9;A0A0H4S5B0;A0AAP7VR33;M8KGB5;A0A069X3T3;L1WXV5;A0A025BFI5;N3VNQ5;N4SZB7;A0A080DEH8;H5R2K8;E7UIR6;A0A070M0T7;A0A062YJP2;L1ZAP0;A0A4S7V5G4;A0A8A5IVI8;H5IS09;N4K0C8;A0AAJ3ZJ93;A0A074HIU0;K4VEI9;H5K6S3;N2D8X6;M8SJL1;A0A028UX38;A0A0F6VCG7;A0A331AXM2;M9EAJ4;N3K5U1;B3WJ73;F8YNE2;A0A070D3U8;H5RHY6;A0A074A6U9;V2QM33;A0A3W3LNC1;I4NL56;K4WV07;A0A070FJA4;A0A9P2VTK0;A0A028QZ98;I4S896;A0A236APR6;A0A029NL69;E0MD89;N4KV61;A0A028CDU6;A0A028NPK5;H5N1V5;N4P5P9;N3WRA3;A7ZUM6;A0A027VY81;F8X8J5;A0A026RI46;I2VG01;I4QFW6;N2X2W4;N4K3Z2;T8XA40;A0A026G8S9;F4NJT2;A0A070Q0H2;A0A7U8QNY1;M9BWG0;A0A7Z6M276;W0ZJW7;B7M7R7;T9L3L7;M9HEH7;G5UFS0;A0A025UB59;T7CDB7;A0A0A8UHI1;N3BZ30;N3T6A6;A0A026GEP0;A0A070NCT0;A0A028AJI0;A0A9P2IET2;L3I1H2;A0A028U9F9;S4ALE4;H5JBV8;A0A080D2K8;E1I918;H5CUU3;A0A070XNN2;H5B2J4;A0A073PQX3;A0A7U8N631;T2G485;T9XPL5;L4C7I2;T7V253;A0A7U8P3H8;H1F4H0;N3C933;D6I3Q1;A0A028MHE3;A8A7A9;I2THS2;N2NRQ9;A0A026UW21;A0A027UI64;T7FDW1;A0A026E5D3;H4WZ96;M5HAM4;N3AMN1;D7YQT7;L1YDL6;H5M8V1;U9Z754;A0A026JM62;E7IU61;I4NDU6;G5TR54;L4NBV8;A0A026UAG9;M9C858;N1SRH6;A0AA35AQS7;N2LEV3;N3UL02;A0A1H0I9S6;G5WLS4;L5HPB7;A0A025XZD3;H5NXM8;A0A071EAX8;A0AAN3M8J5;A0A073QCI0;L5C852;M8P9E4;N3WTP7;I4Q8T6;A0A026IQN8;A0A029M0C8;A0A1X3KV59;G5YA95;M9JQH7;A0A097GDB1;S1BA02;A0A078Z9H9;N2L156;A0A028KMM2;G2A7D4;N4M0D9;A0A070F0D3;I2UCC0;A0A8B3K957;A0A071DGU2;L2VS74;N2L691;A0A0C3RJB6;H4Z497;M9HBV4;A0A027TEG9;G5YVH6;A0A028Q266;U1HLK6;A0A025YUX4;V8F0P2;A0A4Y9I4K1;M9K434;M5IJY1;A0A027VAT6;L2D6S8;A0A070KYD9;A0A6B8WG21;N3IL26;N4JEJ0;A0A025A2Y3;A0A070DXT1;N3PSP7;A0A3R0G029;K4Y3L5;N4NAH9;A0A079D6H0;M9IN57;E0J0I6;N3F545;H5QMB5;I2T1C5;M8QEB4;M8W9C3;A0A028R6T5;T6V220;A0A510H665;A0A8E0HSW6;N2K8Q9;N3WHY9;T7TEC6;G5UZG8;L1VPT3;A0A070S2Y7;A0A026S4D9;L2CSA1;T9BHB9;N3UFU4;A0A0C3LZ46;G2BX71;A0A025YQX6;G5XKG2;H5PCF9;D8EV98;G5X1D7;A0A026QIN5;H5J9L2;A0A071FQ30;I4TKA9;A0A829CN67;M9F8N2;A0A026GSB9;A0A028T7Y3;V6N898;V0T774;M8TW41;A0A078VJC4;A0A027U916;A0A069TWW2;H5HFI9;A0A7H8SQH8;H5GZY9;A0A028FD70;I6FR34;N3RKT9;A0A3D2T3U5;K4X1J7;A0A028S7C6;A0A3W2RDA6;A0A1S0UP78;A0AAD2ZAB9;H5PSX1;H5L1R3;T6XGM1;A0A025RXM4;C8TMP8;A0A026HJS1;L2BG47;T5RTC5;L1VQX6;A0A026CAZ4;A0A6C8HB08;A0A7L7XAQ9;N3SAP5;M9GNG2;N4LCX4;A7ZUM6;M9A6L8;A0A028CAM6;N2SCP5;A0A1X3HWY4;N2JRL5;N3VDJ7;A0A064RPG3;A0A026IN13;U0M3A7;N3LXS3;A0A029FSK8;M8WB43;N3QJ87;N4JVN2;A0A028B3X9;A0A079GNL2;H5Q8V6;L2DNW2;N3XGU8;S0S8T4;S4ATL1;A0A7U5LXN9;M8JTA5;A0A4P8AMK1;N2ZNI4;A0A026X9A8;L2CFM8;A0A070DI99;A0A026B811;L4I171;E9W141;A0A026JCS7;A0A079HN93;A0A027VWU3;I0VXZ1;A0A029PWY5;I2RRF9;A0A031NMT9;H5D0W2;A0A079HVM0;N3J704;A0A0E2U9W8;I4UL19;A0A028LCY9;D8EA64;L3EKD3;I3A681;L1Y934;M7UMF6;N3S1Y7;E9X8C2;A0A025T1E4;L2BWY7;K0BF55;M9AUH1;J7QTW5;N2PZR2;N2YUP2;U0E818;A0A079JNL7;N2XB02;A0A025AP71;T8P178;A0A7U5WUV8;M8TM37;G1ZTU7;B3HER1;U0ZUW1;N3Y032;F4VLZ6;A0A1R1UQP1;U9VD60;J9ZSJ0;A0A028AXR5;L2ACR1;H5ALR7;A0A073G5M5;N2GNT5;A0A028PZU0;A0A026PJT1;G5VHJ9;N4HES6;V6Q1T1;A0A9Q5U9N8;T6L4R3;A0A026SY32;I4QGE2;A0A064M778;A0A7U9B800;A0A222QT15;M9L319;F9CQT8;A0A026RU87;A0AAN3IWJ3;H5KM07;B3I344;V0XEJ3;A0A026KHG4;H5C4G3;I2UZ18;A0A028NPY5;A0A0T5JMB7;A0A358K7P8;L4F3Y7;N3ETA4;V4BPM2;A0A0N2DF32;N4SNE0;A0A070HS17;M8UEZ9;N2YWQ1;A0A028DT65;A0A080I5Q8;M8X1A3;A0A080CS02;G5ZEZ4;A0A3W4P2S8;A0A025G505;H5GK43;L2E443;N6WEP7;M8Z6I1;N3BTZ6;A0A064TF76;A0A0B5K3G8;G2ANQ4;A0A070BQ47;A0A2S1VAH2;I2SR67;A0A2A2XQQ1;G5Y4J9;A0A7U8N2A8;A0A836N8X6;G1YH58;A0A026YX50;C8UKR0;A0A070J1F4;A0A828URP9;N3T0U9;A0A070FTA9;A0A1X8VQ74;F4UW01;A0A074EH30;N3NFR6;A0A070K6S8;A0A026UAH0;A0A365Q6S1;I6GCW2;K4Y5S3;I2XPU4;C8TZU0;A0A073ZG47;E6BLY0;A0AAN3V8Z8;A0AAD0NV71;A0A026HQC7;K4Y764;M9CHN8;K4X3Q8;L1YEI9;A0AAC9ZJK6;K0AV36;A0A1S6TIF7;V6WMV0;A0A5B7PMV7;H5NHG3;A0A028Q324;A0A6H2GK06;B7LAV1;A0A073XV23;A8A7A9;A0A074GZT2;A0AAE6EA33;E1IS92;A0A080EQ55;A0AAE6AJ79;A0A029HKZ3;T8KHI1;U9YGS3;J7QAX9;H5EA63;A0A080FHB2;M8VXX8;T8FXV5;N3VNT4;A0A027Z2B5;A0A028M872;A0A0E2A1X1;T6U9M9;A0A028EIW5;A0A027YPH0;N4IV72;A0A026NFE6;A0A7U8MHK4;L4ZF23;N4N7W7;E1J2Z2;A0A073FZ82;A0A080EC94;I2S7N8;M2N2S8;G5VWY9;A0A027W604;E7JBJ4;V5G158;A0A028U494;M8X4J7;H5MN87;A0A024Z7X8;A0A074UCV0;L1X3C9;N3U8B9;A0A3D8XDZ4;M4JGM5;N2P0B6;V8FFH7;A0A028TQY7;K3JX07;A0A0E0XTW8;K3U3X8;B7M7R7;G5ZUL0;A0A028KE89;A0A0E0Y5K6;H4YP06;L2AIA7;A0A070GPV7;M8QRM5;N2EPG0;M9CGL6;V6FRV7;I1B768;A0AA92GEE5;A0A070BP33;L4FN28;A0A029GNF9;S1BF36;W1SWW8;A0A8E0G182;A0A026V433;A0A078YE31;M9DQ39;L3UFT5;M9II23;A0A029J4K9;A0A027UVK3;A0A028DJU9;A0A7Z8DQM4;A0A070XET5;L1ZPK3;A0A8A5I5Z8;H5ES61;I2WGP6;H5BYZ0;L4HCS0;H5G534;B7LAV1;A0A028AM58;A0A079BYZ3;A0A073QAE6;A0AAD2ZEZ7,543,Enterobacteriaceae,Bacteria,Pseudomonadota,True,True,True,False,11C3AC89B4ADBB08,0.996898353,0.946924328804016,184
5615,C97068FF439F0DFF,305,UniProtKB/Swiss-Prot (reviewed representative),UPI0000E1393A,Q0BX37;Q0BX37;A0A059FN48,81032,Hyphomonas neptunium,Bacteria,Pseudomonadota,True,True,True,False,C97068FF439F0DFF,0.9959113,0.9465222358703612,185
3795,54131D11D311A3E3,370,UniProtKB/TrEMBL (unreviewed representative),UPI00003590BA,A0A9Q4MHL5;Q3R298;A0A084NU72;A0A443T0D3;U2AKU7;A0A1R2D7F8;B0U3V7;Q3RDA7;B0U3V7,32644,unidentified,Unresolved,Unresolved,False,True,False,False,54131D11D311A3E3,0.633697093,0.9459778666496276,186
323,AE3588676F5D5777,3744,UniProtKB/TrEMBL (unreviewed representative),UPI000013B2B9,D3DL49;A0A0D4J618;A0A0D4J7B4;A0A023ZHW2;A0A0D4J714;N1P137;A0A0D4IL47;A0A0D4IAN1;A0A0D4S2W1;A0A0D4ICS6;A0A0D4S764;A0A0D4HUU3;A0A0D4HUW5;A0A0D4IUM8;A0A0D4I3C5;A0A0D4J9Y2;A0A0D4S9M0;P38811;A0A0D4IN85;A0A0D4S0S0;A0A0D4J2M6;A0A6A5PXA4;A0A8H4F9W4;A0A0D4JAL6;A0A0D4JAL8;A0A0D4HWE4;A0A0D4J3W4;A0A0D4JBV1,1969575,Saccharomyces cerevisiae synthetic construct,Unresolved,Unresolved,True,True,True,False,AE3588676F5D5777,0.362064004,0.9456806778907776,187
1886,DE1169DC4B9C2E17,3861,UniProtKB/TrEMBL (unreviewed representative),UPI001272CC64,A0A8H3MN15;A0A5M3YSW6;P9WEZ4,33178,Aspergillus terreus,Eukaryota,Ascomycota,True,True,True,False,DE1169DC4B9C2E17,-0.004926333,0.9452223181724548,188
4806,AF1BC62EE1612778,185,UniProtKB/Swiss-Prot (reviewed representative),UPI0001E76C5C,E3DK69;E3DK69,215689,Erwinia sp. (strain Ejp617),Bacteria,Pseudomonadota,False,True,False,False,AF1BC62EE1612778,0.993582785,0.9447613954544068,189
1252,1CDC98EAAEFD7017,4194,UniProtKB/Swiss-Prot (reviewed representative),UPI001C77D6DC,A0A8F4S6Z6;A0A8F4S6Z6,2046025,Acremonium sp.,Eukaryota,Ascomycota,True,True,True,False,1CDC98EAAEFD7017,-0.00396271,0.9443275332450868,190
4785,35753DE090A9A7D6,483,UniProtKB/Swiss-Prot (reviewed representative),UPI0001CFCB81,D5E9R7;D5E9R7,2176,Methanohalophilus mahii,Archaea,Methanobacteriota,True,True,True,False,35753DE090A9A7D6,0.048561484,0.9440926909446716,191
6421,341E378B56091813,390,UniProtKB/Swiss-Prot (reviewed representative),UPI000039F0FC,Q476W5;Q476W5,106589,Cupriavidus,Bacteria,Pseudomonadota,False,True,False,False,341E378B56091813,0.488867462,0.943809986114502,192
4763,FF4DEB063C01276E,185,UniProtKB/Swiss-Prot (reviewed representative),UPI0001961244,D2T3S6;D0FUE8;D2T3S6;A0A2L0GTY5;A0ABY5X4X2;D0FUE8,79967,Erwinia pyrifoliae,Bacteria,Pseudomonadota,False,True,False,False,FF4DEB063C01276E,0.995620668,0.9436972737312316,193
4747,FF4DEB063C01276E,185,UniProtKB/Swiss-Prot (reviewed representative),UPI0001961244,D2T3S6;D0FUE8;D2T3S6;A0A2L0GTY5;A0ABY5X4X2;D0FUE8,79967,Erwinia pyrifoliae,Bacteria,Pseudomonadota,False,True,False,False,FF4DEB063C01276E,0.995620668,0.9436972737312316,193
