rank,y_pred,accession,protein_name,organism,pair_positive_4aminophenol,metaa,metas,metas_highest_kept,forced_exclusion_reason,transmembrane_count,hxxxd_count,cys_triad_count,ser_triad_count,annotated_acyl_cys_count,structural_evidence,site_type,docking_status,accoa_distance_A,accoa_angle_deg,accoa_score,accoa_geometry_source,pap_to_site_A,pap_score,sequential_distance_A,sequential_angle_deg,sequential_score,confidence,final_status,decision,structure_file,docking_folder,functional_annotation_for_postcheck,gene_primary,gene_synonyms,ordered_locus_names,orf_names,gene_key,is_metA_gene,matches_previous_top10_gene,previous_top10_gene_match,gene_highest_rank,gene_highest_accession,duplicate_gene_lower_rank,new_gene_rule_exclusion,new_gene_rule_reason
147,0.9959113,Q0BX37,Homoserine O-acetyltransferase HAT 2.3.1.31,Hyphomonas neptunium (strain ATCC 15444),False,True,False,False,MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 ECO:0000269 PubMed 28581482 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,HNE_3283,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
151,0.995882213,A1BAL9,Homoserine O-acetyltransferase HAT 2.3.1.31,Paracoccus denitrificans (strain Pd 1222),True,True,False,False,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,Pden_4499,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
152,0.995876968,Q2NQZ8,Probable acyltransferase 2.3.1.-,Sodalis glossinidius (strain morsitans),False,False,False,False,,0,3,2,1,1,UniProt标注酰基硫酯Cys；空间Cys-His-Asp/Glu样口袋；空间Ser-His-Asp/Glu样口袋；HXXXD基序；有注释催化/结合位点,cysteine_site,reused_previous,4.867,40.91,-5.7,主搜索,3.751,-4.1,4.19,110.45,-3.4,B+,最终10个,标注酰基Cys和空间三联体；直接取向偏离但双底物同口袋可行,structure_docking/09_corrected_screen\structures\rank_0152_Q2NQZ8_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0152_Q2NQZ8,SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family,metA,,SG2152,,meta,True,False,,152,Q2NQZ8,False,True,UniProt基因名/同义名为metA
153,0.99587518,P13914,"Arylamine N-acetyltransferase, pineal gland isozyme NAT-3 Arylamine acetylase 2.3.1.5",Gallus gallus,True,False,False,False,mds_pAAP.csv中4-aminophenol配对Label=1,,,,,0,,,,,,,,,,,,,排除,强制排除,mds_pAAP.csv中4-aminophenol配对Label=1,,,"FUNCTION | Catalyzes the N- or O-acetylation of various arylamine and heterocyclic amine substrates, and participates in the detoxification of a plethora of hydrazine and arylamine drugs || CATALYTIC ACTIVITY | an arylamine + acetyl-CoA = an N-acetylarylamine + CoA Rhea RHEA:16613 ChEBI CHEBI:13790 ChEBI CHEBI:50471 ChEBI CHEBI:57287 ChEBI CHEBI:57288 2.3.1.5 ECO:0000250 UniProtKB P11245 || CATALYTIC ACTIVITY | an N-hydroxyarylamine + acetyl-CoA = an N-acetoxyarylamine + CoA Rhea RHEA:20277 ChEBI CHEBI:13792 ChEBI CHEBI:21494 ChEBI CHEBI:57287 ChEBI CHEBI:57288 2.3.1.118 ECO:0000250 UniProtKB P11245 || SIMILARITY | Belongs to the arylamine N-acetyltransferase family",,,,,,False,False,,153,P13914,False,False,
154,0.995866597,O31633,Probable N-acetyltransferase YjcK 2.3.1.-,Bacillus subtilis (strain 168),False,False,False,False,,0,0,0,2,0,空间Ser-His-Asp/Glu样口袋,ser_triad,completed,7.562,95.76,-6.1,主搜索,2.822,-3.9,4.754,127.14,-3.5,B,最终10个,小型可溶性N-乙酰转移酶折叠；Ser-His-Asp/Glu样口袋和顺序几何支持,structure_docking/09_corrected_screen\structures\rank_0154_O31633_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0154_O31633,FUNCTION | Probable N-terminal protein acetyltransferase || CATALYTIC ACTIVITY | an N-terminal L-alpha-aminoacyl-[protein] + acetyl-CoA = N-terminal N(alpha)-acetyl-L-alpha-aminoacyl-[protein] + CoA + H(+) Rhea RHEA:21028 Rhea RHEA-COMP:10636 Rhea RHEA-COMP:15589 ChEBI CHEBI:15378 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:78597 ChEBI CHEBI:78598 ECO:0000250 UniProtKB P0A948 || SIMILARITY | Belongs to the acetyltransferase family. RimJ subfamily,yjcK,,BSU11890,,yjck,False,False,,154,O31633,False,False,
156,0.995854914,A4J246,Octanoyltransferase 2.3.1.181,Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1),False,False,False,False,,0,0,0,0,1,UniProt标注酰基硫酯Cys；有注释催化/结合位点,annotated_acyl_cys,completed,3.821,61.2,-4.9,主搜索,3.877,-3.7,5.612,103.04,-3.2,A,最终10个,标注酰基Cys；AcCoA反应端和pAP均接近催化区,structure_docking/09_corrected_screen\structures\rank_0156_A4J246_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0156_A4J246,FUNCTION | Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate || CATALYTIC ACTIVITY | octanoyl-[ACP] + L-lysyl-[protein] = N(6)-octanoyl-L-lysyl-[protein] + holo-[ACP] + H(+) Rhea RHEA:17665 Rhea RHEA-COMP:9636 Rhea RHEA-COMP:9685 Rhea RHEA-COMP:9752 Rhea RHEA-COMP:9928 ChEBI CHEBI:15378 ChEBI CHEBI:29969 ChEBI CHEBI:64479 ChEBI CHEBI:78463 ChEBI CHEBI:78809 2.3.1.181 ECO:0000255 HAMAP-Rule MF_00013 || PATHWAY | Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 1/2 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the LipB family,lipB,,Dred_0609,,lipb,False,False,,108,Q1RKI1,True,True,同基因lipB仅保留最高位Rank 108
157,0.995850623,Q04474,RTX-III toxin-activating lysine-acyltransferase ApxIIC 2.3.1.-,Actinobacillus pleuropneumoniae,False,False,False,False,,0,0,0,2,0,空间Ser-His-Asp/Glu样口袋；有注释催化/结合位点,ser_triad,completed,7.275,73.49,-6.0,主搜索,3.187,-3.7,3.72,61.22,-2.8,C,结构可行备选,至少存在局部双配体构象，但催化中心可信度、AcCoA反应端位置或取向弱于最终10个。,structure_docking/09_corrected_screen\structures\rank_0157_Q04474_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0157_Q04474,"FUNCTION | Protein-lysine acyltransferase that catalyzes fatty acylation of the protoxin, thereby converting it to the active toxin || CATALYTIC ACTIVITY | a fatty acyl-[ACP] + L-lysyl-[protein] = N(6)-(fatty acyl)-L-lysyl-[protein] + holo-[ACP] + H(+) Rhea RHEA:70667 Rhea RHEA-COMP:9685 Rhea RHEA-COMP:9752 Rhea RHEA-COMP:14125 Rhea RHEA-COMP:17946 ChEBI CHEBI:15378 ChEBI CHEBI:29969 ChEBI CHEBI:64479 ChEBI CHEBI:138651 ChEBI CHEBI:189854 ECO:0000250 UniProtKB P55132 | left-to-right Rhea RHEA:70668 ECO:0000250 UniProtKB P55132 || SUBUNIT | Homodimer || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the RTX toxin acyltransferase family",apxIIIC,clyIIIC; rtxC,,,apxiiic,False,False,,157,Q04474,False,False,
158,0.995847404,B8CRT5,Homoserine O-succinyltransferase HST 2.3.1.46,Shewanella piezotolerans (strain WP3 / JCM 13877),False,False,True,False,MetAS仅保留最高分一个,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAS仅保留最高分一个,,,"FUNCTION | Transfers a succinyl group from succinyl-CoA to L-homoserine, forming succinyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + succinyl-CoA = O-succinyl-L-homoserine + CoA Rhea RHEA:22008 ChEBI CHEBI:57287 ChEBI CHEBI:57292 ChEBI CHEBI:57476 ChEBI CHEBI:57661 2.3.1.46 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-succinyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAS,,swp_3392,,metas,False,False,,112,A8GKF8,True,True,同基因metAS仅保留最高位Rank 112
159,0.995816767,Q8ZCG0,Uncharacterized N-acetyltransferase YPO3031/y1452/YP_2654 2.3.1.-,Yersinia pestis,False,False,False,False,,0,0,0,0,0,,geometric_center,completed,5.161,32.3,-6.9,主搜索,4.137,-3.7,5.3,107.59,-4.0,C,结构可行备选,至少存在局部双配体构象，但催化中心可信度、AcCoA反应端位置或取向弱于最终10个。,structure_docking/09_corrected_screen\structures\rank_0159_Q8ZCG0_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0159_Q8ZCG0,SIMILARITY | Belongs to the acetyltransferase family. YpeA subfamily,,,YPO3031; y1452; YP_2654,,,False,False,,159,Q8ZCG0,False,False,
165,0.99579078,B1KMU6,Homoserine O-succinyltransferase HST 2.3.1.46,Shewanella woodyi (strain ATCC 51908 / MS32),False,False,True,False,MetAS仅保留最高分一个,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAS仅保留最高分一个,,,"FUNCTION | Transfers a succinyl group from succinyl-CoA to L-homoserine, forming succinyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + succinyl-CoA = O-succinyl-L-homoserine + CoA Rhea RHEA:22008 ChEBI CHEBI:57287 ChEBI CHEBI:57292 ChEBI CHEBI:57476 ChEBI CHEBI:57661 2.3.1.46 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-succinyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAS,,Swoo_3204,,metas,False,False,,112,A8GKF8,True,True,同基因metAS仅保留最高位Rank 112
167,0.995782197,A0A0C5PHQ7,Very long chain fatty acid elongase 5 2.3.1.199,Tachysurus fulvidraco,False,False,False,False,,7,0,0,2,0,空间Ser-His-Asp/Glu样口袋；多跨膜(7),,structural_exclude_multipass_membrane,,,,,,,,,,排除,明显结构排除,结构含7段跨膜螺旋，缺少适合AcCoA和pAP共同进入的可溶性反应口袋。,structure_docking/09_corrected_screen\structures\rank_0167_A0A0C5PHQ7_AFDB.pdb,,"FUNCTION | Catalyzes the first and rate-limiting reaction of the four reactions that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids (VLCFAs) per cycle. Condensing enzyme that acts specifically toward polyunsaturated acyl-CoA with the higher activity toward C18:3(n-6) acyl-CoA. May participate in the production of monounsaturated and of polyunsaturated VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators (By similarity). In conditions where the essential linoleic and alpha linoleic fatty acids are lacking it is also involved in the synthesis of Mead acid from oleic acid (By similarity) || CATALYTIC ACTIVITY | a very-long-chain acyl-CoA + malonyl-CoA + H(+) = a very-long-chain 3-oxoacyl-CoA + CO2 + CoA Rhea RHEA:32727 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57384 ChEBI CHEBI:90725 ChEBI CHEBI:90736 2.3.1.199 ECO:0000255 HAMAP-Rule MF_03205 ECO:0000255 RuleBase RU361115 | left-to-right Rhea RHEA:32728 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (6Z,9Z,12Z)-octadecatrienoyl-CoA + malonyl-CoA + H(+) = 3-oxo-(8Z,11Z,14Z)-eicosatrienoyl-CoA + CO2 + CoA Rhea RHEA:35379 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57363 ChEBI CHEBI:57384 ChEBI CHEBI:71481 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:35380 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (9Z,12Z,15Z)-octadecatrienoyl-CoA + malonyl-CoA + H(+) = (11Z,14Z,17Z)-3-oxoeicosatrienoyl-CoA + CO2 + CoA Rhea RHEA:36523 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57384 ChEBI CHEBI:74034 ChEBI CHEBI:74054 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:36524 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (9Z)-hexadecenoyl-CoA + malonyl-CoA + H(+) = 3-oxo-(11Z)-octadecenoyl-CoA + CO2 + CoA Rhea RHEA:39675 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57384 ChEBI CHEBI:61540 ChEBI CHEBI:76555 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:39676 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (9Z)-octadecenoyl-CoA + malonyl-CoA + H(+) = 3-oxo-(11Z)-eicosenoyl-CoA + CO2 + CoA Rhea RHEA:36511 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57384 ChEBI CHEBI:57387 ChEBI CHEBI:74011 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:36512 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (11Z)-octadecenoyl-CoA + malonyl-CoA + H(+) = 3-oxo-(13Z)-eicosenoyl-CoA + CO2 + CoA Rhea RHEA:39679 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57384 ChEBI CHEBI:75121 ChEBI CHEBI:76559 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:39680 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (9Z,12Z)-octadecadienoyl-CoA + malonyl-CoA + H(+) = (11Z,14Z)-3-oxoicosa-11,14-dienoyl-CoA + CO2 + CoA Rhea RHEA:36503 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57383 ChEBI CHEBI:57384 ChEBI CHEBI:74012 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:36504 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA + malonyl-CoA + H(+) = 3-oxo-(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA + CO2 + CoA Rhea RHEA:35391 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57384 ChEBI CHEBI:71489 ChEBI CHEBI:71491 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:35392 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + malonyl-CoA + H(+) = (7Z,10Z,13Z,16Z)-3-oxodocosatetraenoyl-CoA + CO2 + CoA Rhea RHEA:36475 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57368 ChEBI CHEBI:57384 ChEBI CHEBI:73852 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:36476 ECO:0000250 UniProtKB Q9NYP7 || CATALYTIC ACTIVITY | (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA + malonyl-CoA + H(+) = 3-oxo-(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA + CO2 + CoA Rhea RHEA:36483 ChEBI CHEBI:15378 ChEBI CHEBI:16526 ChEBI CHEBI:57287 ChEBI CHEBI:57384 ChEBI CHEBI:73862 ChEBI CHEBI:73863 ECO:0000250 UniProtKB Q9NYP7 | left-to-right Rhea RHEA:36484 ECO:0000250 UniProtKB Q9NYP7 || PATHWAY | Lipid metabolism; polyunsaturated fatty acid biosynthesis || SUBCELLULAR LOCATION | In Purkinje cells, the protein localizes to the soma and proximal portion of the dendritic tree | Endoplasmic reticulum membrane Multi-pass membrane protein Cell projection, dendrite || SIMILARITY | Belongs to the ELO family. ELOVL5 subfamily",ELOVL5,ELO,,,elovl5,False,False,,167,A0A0C5PHQ7,False,False,
168,0.995775282,Q2GAJ2,Homoserine O-acetyltransferase HAT 2.3.1.31,Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199),False,True,False,False,MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 ECO:0000269 PubMed 28581482 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,Saro_0684,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
169,0.995757759,Q3ZWB4,Glycerol-3-phosphate acyltransferase 1,Dehalococcoides mccartyi (strain CBDB1),False,False,False,False,,5,0,0,1,0,空间Ser-His-Asp/Glu样口袋；多跨膜(5),,structural_exclude_multipass_membrane,,,,,,,,,,排除,明显结构排除,结构含5段跨膜螺旋，缺少适合AcCoA和pAP共同进入的可溶性反应口袋。,structure_docking/09_corrected_screen\structures\rank_0169_Q3ZWB4_AFDB.pdb,,"FUNCTION | Catalyzes the transfer of an acyl group from acyl-phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP || CATALYTIC ACTIVITY | an acyl phosphate + sn-glycerol 3-phosphate = a 1-acyl-sn-glycero-3-phosphate + phosphate Rhea RHEA:34075 ChEBI CHEBI:43474 ChEBI CHEBI:57597 ChEBI CHEBI:57970 ChEBI CHEBI:59918 2.3.1.275 ECO:0000255 HAMAP-Rule MF_01043 || PATHWAY | Lipid metabolism; phospholipid metabolism || SUBUNIT | Probably interacts with PlsX || SUBCELLULAR LOCATION | Cell membrane Multi-pass membrane protein || SIMILARITY | Belongs to the PlsY family",plsY1,,cbdbA10,,plsy1,False,False,,169,Q3ZWB4,False,False,
170,0.99574548,Q53588,"Glycosyl-4,4'-diaponeurosporenoate acyltransferase 2.3.1.-",Staphylococcus aureus (strain Newman),False,False,False,False,,1,1,0,0,0,HXXXD基序,hxxxd,completed,5.912,61.36,-3.4,主搜索,4.769,-2.7,3.617,51.62,-2.2,C,结构可行备选,至少存在局部双配体构象，但催化中心可信度、AcCoA反应端位置或取向弱于最终10个。,structure_docking/09_corrected_screen\structures\rank_0170_Q53588_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0170_Q53588,"FUNCTION | Catalyzes the acylation of glycosyl-4,4'-diaponeurosporenoate, i.e. the esterification of glucose at the C6'' position with the carboxyl group of the C(15) fatty acid 12-methyltetradecanoic acid, to yield staphyloxanthin. This is the last step in the biosynthesis of this orange pigment, present in most staphylococci strains || PATHWAY | Carotenoid biosynthesis; staphyloxanthin biosynthesis; staphyloxanthin from farnesyl diphosphate: step 5/5 || SUBCELLULAR LOCATION | Cell membrane Single-pass membrane protein || SIMILARITY | Belongs to the acyltransferase CrtO family",crtO,,NWMN_2465,,crto,False,False,,170,Q53588,False,False,
172,0.995734751,A6T684,Lipid A acyltransferase PagP 2.3.1.251,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),False,False,False,False,,0,0,0,4,0,空间Ser-His-Asp/Glu样口袋；有注释催化/结合位点,ser_triad,completed,3.473,56.93,-5.4,主搜索,2.841,-4.1,4.988,134.0,-3.7,C,结构可行备选,至少存在局部双配体构象，但催化中心可信度、AcCoA反应端位置或取向弱于最终10个。,structure_docking/09_corrected_screen\structures\rank_0172_A6T684_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0172_A6T684,"FUNCTION | Transfers a fatty acid residue from the sn-1 position of a phospholipid to the N-linked hydroxyfatty acid chain on the proximal unit of lipid A or its precursors || CATALYTIC ACTIVITY | a lipid A + a 1,2-diacyl-sn-glycero-3-phosphocholine = a hepta-acyl lipid A + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74275 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:193141 ChEBI CHEBI:193142 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || CATALYTIC ACTIVITY | a lipid IVA + a 1,2-diacyl-sn-glycero-3-phosphocholine = a lipid IVB + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74279 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:176425 ChEBI CHEBI:193143 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || CATALYTIC ACTIVITY | a lipid IIA + a 1,2-diacyl-sn-glycero-3-phosphocholine = a lipid IIB + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74283 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:193144 ChEBI CHEBI:193145 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || SUBUNIT | Homodimer || SUBCELLULAR LOCATION | Cell outer membrane || SIMILARITY | Belongs to the lipid A palmitoyltransferase family",pagP,crcA,KPN78578_06440,KPN_00655,pagp,False,False,,143,Q7N3D3,True,True,同基因pagP仅保留最高位Rank 143
173,0.995723426,B8IZQ7,Homoserine O-acetyltransferase HAT 2.3.1.31,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB),True,True,False,False,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,Ddes_1078,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
174,0.995719254,A7GVF0,Homoserine O-acetyltransferase HAT 2.3.1.31,Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),True,True,False,False,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,Bcer98_3924,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
